record_id,Age,Gender,Weight_kg,Height_m,BMI,BMI_Index,Body_Fat_Pct,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hrs,Calories_Burned,Workout_Type,Water_Intake_L,Workout_Frequency_wk,Experience_Level,Fitness_Goal,Activity_Level,Daily_Calories_Intake,Sleep_Hours,Stress_Level,is_duplicate_flag,source
18792,61,FEMALE,82.0,1.641,30.45,4,25.1,173,171,77,1.62,1479,Strength,2.79,1,3,Build Muscle,sedentary,3995,,7,0,Kaggle_FitnessMetrics
18793,77,female,56.1,1.657,20.43,2,17.6,140,168,85,1.27,485,cardio,3.76,3,2,weight loss,,2604,6.9,7,0,Kaggle_GymMembers
18794,69,female,51.7,1.72,17.48,1,53.6,173,100,46,2.25,,,1.92,2,3,maintenance,Sedentary,1125,6.3,7,0,Kaggle_GymMembers
18795,32,FEMALE,74.5,1.594,29.32,3,34.8,155,144,99,2.47,475,strength,3.88,3,2,bulking,Active,,6.1,5,0,Kaggle_GymMembers
18796,70,Female,63.3,1.543,26.59,3,44.4,187,111,79,0.33,725,Strength,0.65,7,1,Lose Weight,Moderate,4303,10.1,1,0,Kaggle_FitnessMetrics
18797,17,Female,57.7,1.528,24.71,2,37.6,,,45,0.73,872,cardio,2.26,6,2,Stay Fit,Active,3705,7.6,3,0,Kaggle_FitnessMetrics
18798,42,M,69.6,1.763,22.39,2,48.9,157,136,100,0.42,876,,3.26,3,,Lose Weight,Sedentary,2531,7.4,3,0,Kaggle_BMIDataset
18799,17,MALE,92.7,1.751,30.23,4,26.0,175,110,95,1.13,637,Cardio,3.94,1,1,,Active,1671,9.2,10,0,Kaggle_GymMembers
18800,68,male,85.4,1.802,26.3,3,26.7,164,137,45,1.23,928,,2.51,2,3,Muscle Gain,Moderate,1937,,7,0,Kaggle_FitnessMetrics
18801,65,Female,56.5,1.6,22.07,2,35.1,165,137,63,2.99,1349,strength,3.6,5,2,Maintenance,Sedentary,1888,8.9,9,0,Kaggle_BMIDataset
18802,63,FEMALE,71.0,1.569,28.84,3,45.9,184,157,65,1.2,653,,3.8,4,1,Stay Fit,Very Active,982,8.0,3,0,Kaggle_FitnessMetrics
18803,16,FEMALE,74.5,1.592,29.39,3,29.5,164,104,45,0.84,1005,,0.82,3,3,Lose Weight,sedentary,4153,4.5,5,0,Kaggle_FitnessMetrics
18804,64,FEMALE,57.7,1.587,22.91,2,,163,154,70,1.45,688,HIIT,1.7,7,1,maintenance,Moderate,1725,6.1,1,0,Kaggle_FitnessMetrics
18805,39,M,82.3,1.552,34.17,4,17.2,197,150,85,2.49,,strength,3.67,,2,Lose Weight,Very Active,2063,10.4,3,0,Kaggle_FitnessMetrics
18806,29,Male,62.4,1.72,21.09,2,31.0,192,164,,0.46,916,cardio,0.96,7,,bulking,,4427,10.4,9,0,Kaggle_BMIDataset
18807,68,M,76.0,1.569,30.87,4,48.1,160,149,52,0.83,1275,Cardio,2.83,,1,Stay Fit,lightly active,4346,5.0,6,0,Kaggle_GymMembers
18808,51,male,79.9,1.749,26.12,3,29.3,166,129,45,0.35,517,cardio,1.71,5,,,lightly active,1548,8.3,8,0,Kaggle_GymMembers
18809,80,F,62.5,1.556,25.81,3,22.6,175,108,52,0.36,1134,Strength,1.88,5,,muscle gain,Active,1662,7.4,6,0,Kaggle_FitnessMetrics
18810,58,MALE,86.9,1.719,29.41,3,17.3,188,103,92,1.39,,Strength,2.21,7,,Lose Weight,Active,3880,5.4,3,0,Kaggle_BMIDataset
18811,19,male,121.47456199999999,1.626,45.95,5,5.4,192,106,78,0.5,553,Cardio,2.05,1,1,Muscle Gain,Very Active,3737,5.1,4,0,Kaggle_GymMembers
18812,34,FEMALE,65.9,170.3,22.72,2,41.4,175,132,90,0.92,1011,Yoga,0.56,6,2,Weight Loss,lightly active,2517,6.8,2,0,Kaggle_BMIDataset
18813,74,MALE,64.6,1.627,24.4,2,11.7,184,,82,0.85,269,strength,0.77,4,,muscle gain,Light,,6.2,5,1,Kaggle_BMIDataset
18814,51,F,54.9,1.589,21.74,2,41.1,177,122,74,2.04,835,strength,2.84,,,Stay Fit,sedentary,,5.6,4,0,Kaggle_BMIDataset
18815,56,MALE,71.7,1.769,22.91,2,13.5,158,140,88,0.28,1460,yoga,1.06,1,1,Weight Loss,,4361,4.8,6,0,Kaggle_GymMembers
18816,63,MALE,90.3,1.854,26.27,3,32.9,176,152,59,2.58,169,cardio,2.99,5,1,muscle gain,Sedentary,3312,8.2,8,0,Kaggle_BMIDataset
18817,45,FEMALE,55.9,1.59,22.11,2,28.5,168,141,91,1.16,1192,Strength,3.29,1,1,Weight Loss,Active,1954,6.7,9,0,Kaggle_FitnessMetrics
18818,36,Male,27.9,1.689,9.78,0,10.5,188,157,90,2.22,852,strength,3.0,3,2,bulking,Light,2247,9.1,8,0,Kaggle_BMIDataset
18819,37,FEMALE,70.8,1.471,32.72,4,10.4,148,142,,2.46,799,hiit,0.8,3,,,Active,3336,8.1,7,0,Kaggle_FitnessMetrics
18820,49,M,72.3,1.58,28.96,3,6.5,188,129,86,1.72,259,,2.22,5,2,maintenance,Light,2760,,2,0,Kaggle_GymMembers
18821,49,M,102.0,1.656,37.19,4,51.3,178,163,75,2.64,824,Strength,1.94,7,2,Lose Weight,Active,872,7.8,9,0,Kaggle_FitnessMetrics
18822,80,FEMALE,67.6,1.495,30.25,4,,143,129,47,0.81,1052,cardio,0.85,3,1,Lose Weight,Active,3848,8.4,5,0,Kaggle_GymMembers
18823,57,FEMALE,75.8,1.636,28.32,3,19.0,187,114,52,2.9,955,strength,2.27,6,,weight loss,,2527,7.2,6,0,Kaggle_FitnessMetrics
18824,18,FEMALE,66.9,1.598,26.2,3,43.7,200,175,86,0.93,1132,Cardio,1.28,5,,Weight Loss,sedentary,2855,,4,0,Kaggle_BMIDataset
18825,39,female,70.3,1.631,26.43,3,15.8,170,110,42,1.62,,Strength,2.06,3,1,bulking,sedentary,1978,10.0,1,0,Kaggle_FitnessMetrics
18826,41,female,56.4,1.483,25.64,3,42.5,198,154,77,2.15,1337,,2.76,5,3,Lose Weight,Sedentary,867,6.1,10,0,Kaggle_BMIDataset
18827,79,MALE,42.6,1.777,13.49,0,8.1,182,115,97,0.4,449,Cardio,4.0,2,1,muscle gain,Light,1243,5.8,2,0,Kaggle_GymMembers
18828,48,female,49.1,1.598,19.23,2,41.2,163,139,64,0.85,1099,Strength,3.19,2,1,Maintenance,Active,,7.8,1,0,Kaggle_GymMembers
18829,65,female,46.7,1.642,17.32,1,20.9,144,107,93,0.34,295,strength,1.09,2,3,cutting,Light,,7.3,8,0,Kaggle_FitnessMetrics
18830,57,male,77.2,1.723,26.0,3,8.3,159,156,41,0.44,1079,Cardio,3.9,3,3,maintenance,Sedentary,3210,8.3,1,0,Kaggle_FitnessMetrics
18831,40,MALE,85.5,186.5,24.58,2,42.8,159,157,96,2.67,1219,Cardio,2.84,2,2,Build Muscle,Very Active,824,,8,0,Kaggle_BMIDataset
18832,79,female,67.0,1.712,22.86,2,24.7,140,154,56,0.8,1294,HIIT,2.76,,1,muscle gain,Active,1283,4.9,7,0,Kaggle_GymMembers
18833,20,F,64.0,1.549,26.67,3,52.3,173,107,68,3.0,1105,yoga,1.25,7,,Muscle Gain,Active,978,9.9,8,0,Kaggle_BMIDataset
18834,30,Male,73.7,180.5,22.62,2,31.0,188,136,93,2.5,1243,hiit,1.91,7,,,Moderate,1266,9.6,7,0,Kaggle_FitnessMetrics
18835,27,female,80.2,1.527,34.4,4,31.5,140,123,89,2.53,1078,Strength,3.94,1,1,Maintenance,Active,2138,7.1,1,0,Kaggle_FitnessMetrics
18836,80,F,86.8,1.536,36.79,4,16.4,176,154,55,0.39,773,Cardio,2.51,5,2,Muscle Gain,Light,3064,7.7,1,0,Kaggle_BMIDataset
18837,76,FEMALE,77.7,1.656,28.33,3,36.1,190,104,58,1.56,285,Strength,0.9,2,2,bulking,,3510,6.9,9,1,Kaggle_FitnessMetrics
18838,39,F,43.2,1.739,14.29,0,22.7,140,105,69,1.37,342,hiit,1.61,6,1,muscle gain,Active,3184,8.0,3,0,Kaggle_GymMembers
18839,73,male,48.7,1.772,15.51,0,19.1,189,150,77,2.62,427,cardio,1.66,3,1,Muscle Gain,,3390,5.1,10,0,Kaggle_GymMembers
18840,26,Male,65.6,1.833,19.52,2,50.4,143,116,52,2.22,465,Yoga,2.76,4,,Lose Weight,Light,3694,5.8,4,0,Kaggle_FitnessMetrics
18841,65,male,95.0,1.756,30.81,4,38.8,177,166,83,2.51,261,Strength,1.34,,,Maintenance,Light,1901,4.5,6,0,Kaggle_BMIDataset
18842,46,male,,1.75,,,23.3,190,139,81,1.21,597,Strength,3.01,5,,cutting,,4419,9.3,6,0,Kaggle_FitnessMetrics
18843,30,female,,1.591,,,27.9,196,,73,1.98,1478,HIIT,2.57,3,3,Muscle Gain,lightly active,2285,,,0,Kaggle_FitnessMetrics
18844,71,Male,53.8,1.751,17.55,1,49.0,195,172,72,1.97,901,cardio,2.42,,3,Muscle Gain,Active,3782,10.1,3,0,Kaggle_BMIDataset
18845,15,male,59.2,1.672,21.18,2,51.5,167,101,86,2.75,567,N/A,1.66,1,3,cutting,lightly active,4132,8.3,6,0,Kaggle_GymMembers
18846,31,male,68.0,1.653,24.89,2,43.9,181,158,53,2.05,700,N/A,3.91,1,2,maintenance,sedentary,1914,7.1,8,0,Kaggle_FitnessMetrics
18847,22,Female,53.0,1.624,20.1,2,17.6,195,160,95,1.06,551,,0.85,7,,weight loss,lightly active,3943,8.3,6,0,Kaggle_GymMembers
18848,68,MALE,71.0,1.691,24.83,2,15.6,189,171,88,2.98,942,HIIT,1.24,5,,maintenance,,3749,6.1,6,0,Kaggle_BMIDataset
18849,27,F,82.4,1.638,30.71,4,43.1,149,169,79,2.04,1321,Strength,1.13,2,3,Lose Weight,Light,1773,5.8,4,0,Kaggle_GymMembers
18850,34,FEMALE,79.7,1.471,36.83,4,,168,,61,1.43,1280,N/A,3.08,2,,Lose Weight,Sedentary,2710,5.6,6,0,Kaggle_FitnessMetrics
18851,54,FEMALE,40.4,1.598,15.82,0,10.9,167,160,87,0.69,1294,cardio,2.34,,1,Stay Fit,Moderate,4072,7.9,2,0,Kaggle_FitnessMetrics
18852,44,Male,63.0,1.793,19.6,2,17.9,154,139,98,0.25,1468,Cardio,3.19,5,3,Weight Loss,lightly active,4332,6.5,9,0,Kaggle_BMIDataset
18853,74,female,71.0,1.585,28.26,3,50.3,150,120,40,2.62,348,hiit,3.26,6,1,Lose Weight,sedentary,3069,6.6,10,0,Kaggle_BMIDataset
18854,22,Female,47.0,1.602,18.31,1,8.0,146,113,91,2.42,666,N/A,0.82,5,3,Stay Fit,Sedentary,1691,7.0,10,0,Kaggle_FitnessMetrics
18855,29,Male,87.2,1.744,28.67,3,35.4,159,119,77,2.53,1163,strength,0.76,7,1,,Moderate,1695,5.9,4,1,Kaggle_FitnessMetrics
18856,69,FEMALE,54.8,1.491,24.65,2,43.8,146,104,76,1.01,1353,Cardio,2.3,4,1,Weight Loss,Sedentary,1825,4.9,1,0,Kaggle_FitnessMetrics
18857,80,FEMALE,55.4,1.537,23.45,2,23.4,179,116,87,1.75,1064,cardio,2.36,7,,Stay Fit,Light,3620,,4,0,Kaggle_BMIDataset
18858,56,Female,46.1,1.622,17.52,1,40.1,153,150,51,2.81,329,yoga,3.66,1,1,cutting,sedentary,1977,7.9,9,0,Kaggle_GymMembers
18859,42,FEMALE,65.1,1.513,28.44,3,13.4,183,164,75,1.33,448,yoga,0.58,5,2,cutting,Sedentary,2984,8.9,3,0,Kaggle_FitnessMetrics
18860,46,F,89.7,1.566,36.58,4,43.1,198,152,47,1.8,254,Strength,1.02,7,,Build Muscle,,1742,6.2,5,0,Kaggle_GymMembers
18861,74,MALE,68.5,1.776,21.72,2,29.0,149,140,44,2.56,121,,2.45,5,1,cutting,Moderate,4174,10.5,3,0,Kaggle_FitnessMetrics
18862,68,MALE,62.9,1.764,20.21,2,48.5,175,100,68,0.31,275,Cardio,1.05,,1,bulking,Sedentary,3975,3.8,9,0,Kaggle_GymMembers
18863,45,F,72.1,1.717,24.46,2,,190,153,94,2.87,1345,hiit,2.05,1,2,bulking,Light,3500,,10,0,Kaggle_GymMembers
18864,79,male,94.1,1.772,29.97,3,34.0,185,161,100,1.17,703,N/A,2.25,,2,Muscle Gain,Very Active,4396,7.3,3,0,Kaggle_FitnessMetrics
18865,17,F,104.8,1.58,41.98,5,29.8,156,166,59,0.86,669,N/A,2.84,7,2,Stay Fit,Sedentary,2961,7.6,6,0,Kaggle_FitnessMetrics
18866,32,Female,82.1,1.589,32.52,4,50.5,185,154,92,2.33,418,hiit,2.44,4,,Build Muscle,Active,2660,7.8,10,0,Kaggle_FitnessMetrics
18867,54,M,57.1,1.744,18.77,2,31.1,173,146,89,2.97,1255,strength,3.7,2,3,,Very Active,3426,5.9,4,0,Kaggle_BMIDataset
18868,47,MALE,67.8,158.0,27.16,3,20.6,200,125,69,1.09,1003,HIIT,1.56,5,1,muscle gain,Sedentary,3372,6.4,6,0,Kaggle_FitnessMetrics
18869,21,MALE,60.7,1.831,18.11,1,12.0,154,102,56,1.05,1470,cardio,1.57,4,,Weight Loss,Moderate,2381,8.4,9,0,Kaggle_BMIDataset
18870,18,Male,65.6,1.754,21.32,2,10.3,163,118,92,1.05,294,cardio,2.4,6,,Lose Weight,Light,3777,5.8,7,0,Kaggle_FitnessMetrics
18871,32,F,67.3,1.592,26.55,3,8.0,160,106,65,1.71,1349,Strength,3.56,3,1,maintenance,Very Active,3251,6.2,9,0,Kaggle_GymMembers
18872,66,male,77.2,1.702,26.65,3,39.1,179,156,65,1.46,579,yoga,2.81,,3,Maintenance,Active,2854,6.2,10,0,Kaggle_FitnessMetrics
18873,38,Female,49.5,1.524,21.31,2,24.0,152,166,57,1.68,917,Strength,2.52,1,3,Build Muscle,sedentary,4083,8.5,1,0,Kaggle_FitnessMetrics
18874,17,Male,48.0,1.8,14.81,0,28.3,166,134,91,1.47,403,N/A,2.13,2,,Lose Weight,Sedentary,2394,8.8,2,0,Kaggle_GymMembers
18875,56,M,84.4,1.948,22.24,2,27.2,191,145,54,0.93,903,,3.7,7,1,,sedentary,4448,7.4,3,1,Kaggle_GymMembers
18876,37,MALE,65.5,1.599,25.62,3,19.0,164,152,76,0.6,1127,hiit,0.92,6,2,muscle gain,,2238,8.2,4,0,Kaggle_GymMembers
18877,76,M,65.1,1.807,19.94,2,39.6,192,128,88,1.59,904,Cardio,1.04,4,1,cutting,Moderate,1035,8.9,6,0,Kaggle_GymMembers
18878,74,FEMALE,37.1,1.544,15.56,0,16.9,157,143,74,0.6,226,HIIT,3.29,3,,muscle gain,lightly active,4148,6.5,,0,Kaggle_GymMembers
18879,72,MALE,65.4,1.642,24.26,2,41.0,167,161,90,0.44,1436,HIIT,3.06,,1,cutting,Sedentary,,7.0,1,0,Kaggle_GymMembers
18880,78,Female,70.5,1.52,30.51,4,6.4,149,148,43,2.7,687,Yoga,1.08,2,3,Lose Weight,Moderate,1919,6.9,3,0,Kaggle_FitnessMetrics
18881,77,Female,62.9,1.557,25.95,3,,200,,85,0.6,393,Cardio,1.07,5,3,,Sedentary,1425,6.9,9,0,Kaggle_GymMembers
18882,19,M,,1.776,,,20.0,148,149,91,2.83,611,,1.64,4,1,Weight Loss,Light,1175,7.0,5,0,Kaggle_FitnessMetrics
18883,77,MALE,89.0,1.8,27.47,3,9.5,168,106,53,2.58,826,Cardio,3.12,7,3,Stay Fit,Very Active,1368,7.6,9,0,Kaggle_FitnessMetrics
18884,25,MALE,89.2,1.928,24.0,2,7.6,144,140,57,1.13,558,HIIT,3.42,3,1,bulking,Very Active,2664,7.3,5,0,Kaggle_GymMembers
18885,68,Female,59.7,1.617,22.83,2,19.3,182,162,60,0.68,212,Cardio,3.05,4,3,Stay Fit,sedentary,1868,7.9,10,0,Kaggle_GymMembers
18886,73,Female,66.1,1.53,28.24,3,6.0,140,101,41,1.79,962,hiit,2.24,6,3,cutting,Very Active,1700,6.1,6,1,Kaggle_BMIDataset
18887,27,male,66.6,1.619,25.41,3,46.4,196,103,96,2.36,394,Strength,3.61,7,,,Sedentary,4064,7.7,9,0,Kaggle_GymMembers
18888,19,male,92.0,1.652,33.71,4,18.4,142,175,44,0.29,957,,1.11,5,2,cutting,Sedentary,4181,8.1,5,0,Kaggle_BMIDataset
18889,34,female,65.7,1.595,25.83,3,44.2,187,175,41,2.65,1428,strength,2.88,6,3,Weight Loss,Active,4298,7.0,2,0,Kaggle_GymMembers
18890,27,male,73.8,1.678,26.21,3,26.1,149,166,40,0.38,1226,cardio,0.96,7,3,Muscle Gain,lightly active,2565,3.5,7,0,Kaggle_BMIDataset
18891,65,female,60.5,1.591,23.9,2,36.0,199,125,57,0.39,1161,hiit,3.84,3,2,Muscle Gain,Moderate,2167,9.5,8,0,Kaggle_BMIDataset
18892,27,Male,75.8,1.698,26.29,3,44.6,184,155,71,1.39,168,,3.89,5,3,Weight Loss,Very Active,2316,8.5,4,0,Kaggle_BMIDataset
18893,78,female,70.9,1.641,26.33,3,6.7,195,115,71,2.46,1288,Cardio,2.84,3,,cutting,,1240,6.8,8,0,Kaggle_BMIDataset
18894,13,MALE,82.4,1.801,25.4,3,31.6,165,159,84,0.81,1103,Yoga,1.78,3,,weight loss,Moderate,3856,6.7,1,0,Kaggle_BMIDataset
18895,45,M,71.8,1.7,24.84,2,22.9,186,114,60,1.01,199,HIIT,1.58,4,1,Maintenance,lightly active,1063,6.8,7,0,Kaggle_FitnessMetrics
18896,73,M,79.0,1.67,28.33,3,15.3,158,162,97,0.64,1250,HIIT,0.52,3,1,Weight Loss,Moderate,3290,9.4,6,0,Kaggle_GymMembers
18897,76,F,61.0,1.522,26.33,3,47.0,191,119,52,0.84,699,Cardio,3.59,1,,Muscle Gain,sedentary,918,5.8,,0,Kaggle_GymMembers
18898,56,Female,78.3,1.62,29.84,3,45.1,191,173,41,2.9,326,strength,0.9,6,,bulking,,3412,,9,0,Kaggle_GymMembers
18899,17,FEMALE,81.1,1.665,29.25,3,,200,151,88,2.57,298,Strength,2.66,,,Lose Weight,lightly active,3853,5.4,7,0,Kaggle_BMIDataset
18900,66,F,60.2,1.605,23.37,2,32.7,177,118,58,2.87,534,Strength,2.31,2,3,Build Muscle,Active,2862,9.3,10,0,Kaggle_BMIDataset
18901,23,male,73.1,1.824,21.97,2,28.0,152,122,46,2.01,1070,Strength,0.81,7,1,,Moderate,968,6.2,2,0,Kaggle_FitnessMetrics
18902,66,M,80.3,1.738,26.58,3,50.3,182,156,40,2.5,1436,Strength,2.66,,,Muscle Gain,Sedentary,3288,5.8,5,0,Kaggle_BMIDataset
18903,77,FEMALE,77.8,1.56,31.97,4,22.8,192,119,93,0.67,430,Yoga,2.99,5,,Maintenance,lightly active,3006,5.0,5,0,Kaggle_FitnessMetrics
18904,61,male,63.4,1.627,23.95,2,50.5,172,155,55,2.17,302,Strength,1.83,6,2,cutting,Light,2091,8.6,2,0,Kaggle_GymMembers
18905,26,FEMALE,63.3,1.583,25.26,3,28.8,147,157,82,0.35,1078,Cardio,3.74,5,3,maintenance,Active,1012,7.9,8,0,Kaggle_FitnessMetrics
18906,37,FEMALE,75.2,1.527,32.25,4,53.1,187,175,84,1.29,213,Cardio,2.02,2,2,Lose Weight,Light,3813,5.5,2,0,Kaggle_GymMembers
18907,80,female,72.2,1.601,28.17,3,34.3,174,140,86,2.51,138,hiit,3.93,5,,maintenance,Very Active,917,4.6,,0,Kaggle_FitnessMetrics
18908,68,M,,1.73,,,34.3,183,140,79,0.62,283,yoga,3.28,7,2,weight loss,sedentary,849,6.2,4,0,Kaggle_GymMembers
18909,53,Female,71.5,1.661,25.92,3,46.3,168,163,54,1.32,129,hiit,1.46,1,1,muscle gain,Moderate,3650,6.3,3,0,Kaggle_BMIDataset
18910,48,F,74.4,1.574,30.03,4,16.8,,162,93,2.18,151,cardio,1.73,4,2,muscle gain,lightly active,2020,6.1,9,0,Kaggle_BMIDataset
18911,69,M,111.5,1.779,35.23,4,51.1,155,160,54,1.8,675,strength,2.08,1,1,muscle gain,,2232,6.2,9,0,Kaggle_GymMembers
18912,56,female,66.4,1.568,27.01,3,48.8,186,171,58,0.88,1199,Strength,3.9,3,2,Maintenance,Active,2126,8.2,10,0,Kaggle_FitnessMetrics
18913,62,F,81.6,1.727,27.36,3,25.9,199,165,51,1.61,1110,hiit,3.36,4,,weight loss,sedentary,979,7.6,9,0,Kaggle_FitnessMetrics
18914,46,Female,54.3,1.629,20.46,2,7.9,191,114,56,0.69,1234,yoga,3.64,3,3,maintenance,Moderate,2105,,5,0,Kaggle_FitnessMetrics
18915,64,female,74.3,1.566,30.3,4,39.3,194,109,48,2.8,,N/A,3.54,5,1,weight loss,Light,3452,5.8,6,0,Kaggle_BMIDataset
18916,13,Male,74.1,1.664,26.76,3,35.8,159,134,72,2.93,524,HIIT,1.78,2,1,muscle gain,Moderate,,7.5,2,0,Kaggle_FitnessMetrics
18917,38,Female,60.1,1.485,27.25,3,28.9,181,120,58,1.81,286,N/A,1.47,,2,Weight Loss,Active,,6.5,1,0,Kaggle_FitnessMetrics
18918,65,female,83.9,1.549,34.97,4,50.5,155,158,73,2.96,474,hiit,2.66,5,2,maintenance,Active,2040,6.3,8,0,Kaggle_FitnessMetrics
18919,62,Male,55.1,1.692,19.25,2,13.0,159,115,56,0.46,1271,strength,0.79,3,,Build Muscle,lightly active,,5.7,8,0,Kaggle_FitnessMetrics
18920,75,MALE,70.1,1.592,27.66,3,25.3,177,100,,0.96,1154,hiit,1.08,4,2,Build Muscle,Active,,7.8,4,0,Kaggle_GymMembers
18921,26,FEMALE,43.2,1.576,17.39,1,47.0,146,144,50,0.43,335,Cardio,2.17,1,2,,Sedentary,2429,8.3,8,0,Kaggle_FitnessMetrics
18922,66,Male,88.4,1.709,30.27,4,22.9,181,113,86,1.81,527,cardio,2.41,7,2,Weight Loss,Sedentary,1474,5.3,1,0,Kaggle_GymMembers
18923,67,female,56.7,1.662,20.53,2,38.9,186,133,42,1.81,1390,yoga,3.98,4,1,muscle gain,,3555,6.0,1,0,Kaggle_FitnessMetrics
18924,77,Female,49.0,1.614,18.81,2,24.9,170,158,49,0.89,453,HIIT,1.8,6,1,Maintenance,Very Active,3289,9.1,4,1,Kaggle_FitnessMetrics
18925,64,Female,69.0,1.545,28.91,3,54.3,199,137,97,0.79,1178,strength,0.84,4,1,weight loss,sedentary,1318,6.3,6,1,Kaggle_FitnessMetrics
18926,35,female,78.2,1.569,31.77,4,27.1,187,172,61,2.07,1376,HIIT,0.65,,3,Weight Loss,lightly active,3242,7.1,2,0,Kaggle_FitnessMetrics
18927,50,FEMALE,43.9,1.608,16.98,1,49.0,148,123,76,2.54,800,Yoga,1.65,7,3,cutting,Sedentary,1221,5.3,7,0,Kaggle_FitnessMetrics
18928,47,MALE,55.4,1.767,17.74,1,40.3,182,135,63,2.91,1028,N/A,0.85,2,1,weight loss,Active,3096,10.3,8,0,Kaggle_BMIDataset
18929,58,MALE,85.1,1.836,25.25,3,36.0,198,100,63,1.48,1492,strength,0.83,2,1,Build Muscle,sedentary,3820,4.8,8,0,Kaggle_GymMembers
18930,22,male,102.9,1.702,35.52,4,43.5,146,151,99,2.82,548,Cardio,1.38,6,2,Maintenance,lightly active,2556,6.4,,0,Kaggle_GymMembers
18931,26,Male,72.2,1.776,22.89,2,33.1,166,124,85,0.33,568,cardio,1.37,,3,maintenance,Very Active,1581,7.7,,0,Kaggle_BMIDataset
18932,21,FEMALE,53.3,1.489,24.04,2,48.3,172,120,57,1.85,1294,Cardio,1.02,7,2,Stay Fit,Active,3068,2.9,9,0,Kaggle_GymMembers
18933,30,Male,60.8,1.852,17.73,1,37.2,,115,99,2.96,1141,Cardio,0.93,,1,Lose Weight,Light,4094,6.6,1,0,Kaggle_FitnessMetrics
18934,65,FEMALE,57.4,1.554,23.77,2,29.8,163,164,91,2.04,339,hiit,0.77,3,,Maintenance,sedentary,1691,5.9,1,1,Kaggle_GymMembers
18935,32,MALE,69.7,1.826,20.9,2,16.6,164,172,63,2.59,1165,N/A,1.21,7,3,Maintenance,,4109,8.0,7,0,Kaggle_GymMembers
18936,28,Female,61.5,1.663,22.24,2,44.4,157,115,90,2.51,258,hiit,3.75,3,,Stay Fit,Sedentary,4005,,2,0,Kaggle_GymMembers
18937,25,FEMALE,61.1,1.486,27.67,3,20.3,163,175,77,2.28,598,HIIT,3.59,6,,weight loss,Very Active,4037,6.0,1,1,Kaggle_BMIDataset
18938,68,FEMALE,68.0,1.57,27.59,3,54.0,140,116,53,1.47,677,Strength,0.65,5,1,Weight Loss,,3542,8.0,1,0,Kaggle_GymMembers
18939,42,Female,69.4,1.656,25.31,3,18.8,180,149,62,1.7,1078,Strength,3.53,2,1,,Moderate,3916,6.5,9,0,Kaggle_FitnessMetrics
18940,44,MALE,69.3,1.789,21.65,2,48.8,144,125,56,2.81,657,N/A,1.71,5,3,bulking,Light,1777,8.2,9,0,Kaggle_GymMembers
18941,59,M,62.1,1.636,23.2,2,34.7,179,138,94,0.86,240,Cardio,3.68,2,3,muscle gain,Moderate,4296,6.7,3,0,Kaggle_BMIDataset
18942,70,F,78.2,1.646,28.86,3,,140,168,84,1.39,533,Cardio,1.14,5,3,,Sedentary,2486,6.4,2,0,Kaggle_FitnessMetrics
18943,56,FEMALE,49.6,1.665,17.89,1,29.9,176,105,81,1.45,1279,,2.29,3,1,Maintenance,Sedentary,2368,5.4,1,0,Kaggle_GymMembers
18944,26,Male,74.9,1.783,23.56,2,13.5,154,157,93,2.72,1280,cardio,1.14,4,3,,lightly active,3725,,3,0,Kaggle_BMIDataset
18945,40,Male,74.0,1.822,22.29,2,50.4,183,109,77,2.69,960,Cardio,0.86,5,,Stay Fit,Very Active,1099,8.5,10,1,Kaggle_FitnessMetrics
18946,16,F,72.0,1.581,28.81,3,5.6,,111,60,1.36,735,HIIT,0.58,4,1,weight loss,sedentary,2788,6.5,3,0,Kaggle_GymMembers
18947,35,male,63.1,1.755,20.49,2,14.6,144,142,51,0.49,821,Cardio,3.71,1,1,Weight Loss,sedentary,3070,6.4,7,0,Kaggle_FitnessMetrics
18948,58,male,89.9,1.896,25.01,3,6.9,199,148,64,2.44,1407,cardio,1.97,4,1,Build Muscle,Active,3238,8.4,1,0,Kaggle_FitnessMetrics
18949,56,FEMALE,61.3,1.606,23.77,2,52.7,140,117,89,2.97,1099,Strength,3.09,5,,bulking,lightly active,3710,9.8,,0,Kaggle_BMIDataset
18950,76,female,76.9,1.437,37.24,4,16.5,141,157,45,2.97,277,,2.97,,,Weight Loss,Moderate,3283,5.8,1,0,Kaggle_BMIDataset
18951,54,female,72.0,1.615,27.6,3,34.3,142,154,47,2.13,1060,Cardio,3.15,6,1,Build Muscle,Sedentary,,7.0,8,0,Kaggle_GymMembers
18952,53,M,61.1,1.808,18.69,2,36.2,159,,90,0.96,161,Strength,1.6,5,,maintenance,Active,1442,8.3,3,0,Kaggle_FitnessMetrics
18953,39,MALE,65.6,1.697,22.78,2,26.3,153,108,72,0.61,495,Strength,0.86,1,2,Stay Fit,sedentary,2281,9.1,7,0,Kaggle_BMIDataset
18954,18,F,61.0,1.569,24.78,2,,,107,64,2.82,1425,cardio,1.73,5,1,Build Muscle,,2274,6.7,3,0,Kaggle_BMIDataset
18955,41,Male,67.7,1.763,21.78,2,17.4,176,151,74,0.38,396,,2.67,5,1,Maintenance,Moderate,2667,8.1,4,0,Kaggle_FitnessMetrics
18956,31,FEMALE,44.9,1.6,17.54,1,26.5,,105,83,1.67,165,Strength,3.6,7,2,,Active,3013,5.5,2,0,Kaggle_FitnessMetrics
